doc_id,datetime,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,commented_post,sponsored,target,condition,sequence
11,22.06.24 07:21,Whether exploring depths in Pantanal wetlands or scaling the heights of Sugarloaf Mountainwith  breathtaking views. I all awaits those willing venture beyond beaten path #Brazil,"","",0,2,15,JM,b5forks,"Foodie and culinary explorer. Discovering new recipes, restaurant reviews, and food adventures.",https://images.unsplash.com/photo-1500648767791-00dcc994a43e?q=80&w=3000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,351,0,0,,A_2,8
12,22.06.24 07:24,"Fortaleza offers perfect blend of sun, sea, sand coupled vibrant nightlife making it the ideal destination fot those seeking both relaxation and excitement on a single trip","","",8,7,8,C0urtesy tiTus,C0urtesyTitus,"Gaming enthusiast and streamer. Join me for live streams, game reviews, and gaming tips.",https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?q=80&w=3569&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,332,0,0,,A_2,9
13,22.06.24 07:27,Salvador da Bahia—the heartbeat of Afro-Brazilian culture where every street corner echoes with rhythms from drums played centuries ago,"","",39,3,1,Kinzang Norbu,KinzanNobu,Cultural explorer and travel blogger. Sharing stories and photos from my global adventures.,https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,70,0,0,,A_2,10
14,22.06.24 07:30,"Despite criticisms, Brazilian football has always bounced back stronger! Let's support our team as they prepare for Copa América. Just as we did in São Paulo the other day.",https://images.unsplash.com/photo-1564019796336-0e84bfb5deed?q=80&w=3024&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,"A child sits on an adult's shoulders, both facing away from the camera, watching a soccer match in a stadium filled with spectators. The crowd is blurred in the background, focusing on the pair in the foreground.",38,6,10,Oguntuyi Itunuoluwa,IT_Oluwa,"Tech enthusiast and software developer. Sharing coding tips, tech news, and innovative projects.",https://images.unsplash.com/photo-1600878459138-e1123b37cb30?q=80&w=3812&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,822,0,0,,A_2,11
15,22.06.24 07:33,can’t get enough bossa nova vibes João Gilberto 🇧🇷 Astrud Gilberto 🇧🇷 Antonio Carlos Jobim 🇧🇷 timeless classics. perfect for a relaxing evening playlist 🎶✨🎸🌙,"","",30,6,20,Gian B,IamGian24,Fitness enthusiast and personal trainer. Helping you achieve your fitness goals with tips and motivation.,https://images.unsplash.com/photo-1620932934088-fbdb2920e484?q=80&w=2426&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,209,0,0,,A_2,12
16,22.06.24 07:36,Brazilian cities have a pulse with music and diversity—a blend of indigenous and immigrant cultures creating something truly unique!,"","",13,1,13,Victor Peetso,VWPeetso,"Automotive expert and car enthusiast. Reviews, tips, and news about the latest in the automotive world.",https://images.unsplash.com/photo-1558222218-b7b54eede3f3?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,42,0,0,,A_2,13
17,22.06.24 07:39,Extreme weather events like these floods show us why combating climate change should be everyone's priority,"","",21,0,8,B L V C K,Blvck000,"Fashion enthusiast and lifestyle blogger. Follow for style tips, beauty hacks, and daily inspiration.",https://images.unsplash.com/photo-1523477800337-966dbabe060b?q=80&w=2008&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,22,0,0,,A_2,14
18,22.06.24 07:42,European Parliament anticipates future influx of  #climate_refugees arriving sooner than anticipated given current trends observed globally #floods #brazil,https://images.unsplash.com/photo-1594841359067-31caf8216011?q=80&w=3270&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,"A man photographs a refugee camp with temporary housing and clothes drying on lines, set against a cloudy sky.",31,1,13,bowdi,bowdi,Music lover and aspiring artist. Sharing my musical journey and favorite tunes. Join me for some great music vibes.,https://images.unsplash.com/photo-1540569014015-19a7be504e3a?q=80&w=3024&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,523,0,0,,A_2,15
19,22.06.24 07:45,Brazil isn’t alone Pakistan Ethiopia Kenya have all faced similar devastating floods recently highlighting a GLOBAL crisis,"","",26,6,21,Chill Pill,soreia_kh,"Mental health advocate and wellness coach. Tips on mindfulness, self-care, and mental well-being.",https://images.unsplash.com/photo-1607569490015-7101095605ed?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,342,0,0,,A_2,16
20,22.06.24 07:48,the Pantanal wetlands are teeming with wildlife—jaguars prowling at dusk & caimans basking under sun— #Brazil is a nature lover’s paradise!,"","",26,8,11,WF OMAR,Arowoshaye,"Entrepreneur and business strategist. Sharing insights on business growth, leadership, and innovation.",https://images.unsplash.com/photo-1560250097-0b93528c311a?q=80&w=3149&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,131,0,0,,A_2,17
21,22.06.24 07:51,Brazilian football drama unfolds #Ronaldinho <br> but fans’ passion never wavers! Will this fuel their drive towards Copa América victory?,"","",9,4,4,Darnell Baldwin,Nell_emAll,"Music producer and DJ. Bringing you the latest beats, mixes, and music industry news.",https://images.unsplash.com/photo-1603871165848-0aa92c869fa1?q=80&w=3772&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,452,0,0,,A_2,18
22,22.06.24 07:54,World Bank estimates over 216M people could become climate refugees by mid-century unless drastic measures taken soon,"","",9,5,13,Allen Drazila,Allendrizzle,Travel blogger and adventure seeker. Join me as I explore new destinations and share travel tips.,https://images.unsplash.com/photo-1600486913747-55e5470d6f40?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,30,0,0,,A_2,19
23,22.06.24 07:57,Ronaldinho may have spoken out but let’s not forget countless times he made us proud on field too,"","",16,1,23,Abdulaziz Al,Abdulaziz_maaa,"Tech entrepreneur and innovator. Sharing insights on startups, technology, and business growth.",https://images.unsplash.com/photo-1514222709107-a180c68d72b4?q=80&w=3656&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,372,0,0,,A_2,20
24,22.06.24 08:00,Humanitarian crisis deepens South. Ongoing rains and cold weather hamper relief efforts which leaves many in stranded dire conditions. #help,"","",39,4,7,Anggun History,AnggunHistory,"History buff and writer. Sharing historical facts, stories, and insights.",https://images.unsplash.com/photo-1632759200868-ed04ef0bb2dc?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,310,0,0,,A_2,22
25,22.06.24 08:03,"despite criticisms leveled against them, current crop players remain steadfast for their pursuit of excellence driven by love and  pride wearing yellow jersey","","",40,1,19,LesTampa,LesTampa813,"Sports enthusiast and Tampa Bay fan. Sharing game highlights, player stats, and sports commentary.",https://images.unsplash.com/photo-1624395213043-fa2e123b2656?q=80&w=2848&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,696,0,0,,A_2,23
26,22.06.24 08:06,The #rainforest beckons adventurerers seeking wildlife encounters amidst sprawling landscapes <br> biodiversity at finest,"","",31,4,7,KULDEEP,KULDEEP9992,Tech enthusiast and gadget reviewer. Bringing you the latest in tech news and reviews.,https://images.unsplash.com/photo-1597346908500-28cda8acfe4e?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,200,0,0,,A_2,24
27,22.06.24 08:09,"IFRC's Roger Alonso Morgui: «Floodwaters remain trapped in many areas, hampering aid distribution and making it impossible for people to return home.»",https://ca-times.brightspotcdn.com/dims4/default/c122d29/2147483647/strip/true/crop/4864x3648+0+0/resize/1200x900!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2Fe8%2F30%2F79f17ac9bee015315a0f747e3332%2Fd19f93b10a5c4409b842c53786cbce8e,"Aerial view of a damaged two-story house with its roof partially collapsed and surrounded by debris and uprooted trees after a severe flood. The house is isolated in a muddy field next to a small river, with hills in the background.",30,2,4,gweezy,georgia12210,Music lover and aspiring artist. Sharing my musical journey and favorite tunes.,https://images.unsplash.com/photo-1502823403499-6ccfcf4fb453?q=80&w=2000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,299,0,0,,A_2,25
28,22.06.24 08:12,from bossa nova melodies drifting through cafes to vibrant samba parades down streets—music truly defines Brazilian spirit,"","",22,1,1,Sikandarkambrani,sikanderali8958,"Entrepreneur and business coach. Sharing tips on business growth, leadership, and innovation.",https://images.unsplash.com/photo-1558222218-b7b54eede3f3?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,808,0,0,,A_2,26
29,22.06.24 08:15,Floodwaters remain stubbornly high across many areas hampering relief efforts & forcing families into prolonged displacement,https://img.lemde.fr/2024/05/06/0/0/3240/2160/664/0/75/0/833578a_5393083-01-06.jpg,"Aerial view of a devastated area following a mudslide, showing destroyed homes and debris scattered across a muddy landscape. One intact house near a brown, muddy river contrasts with the widespread destruction around it.",0,1,5,Lancelot Devonshire,fuvexesasiv,"History buff and writer. Sharing historical facts, stories, and insights.",https://images.unsplash.com/photo-1576558656222-ba66febe3dec?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,135,0,0,,A_2,27
30,22.06.24 08:18,Raphinha defends the current Brazilian team against Ronaldinho's criticism: «We are committed to striving for success in the upcoming Copa América.»,"","",25,6,8,Kukoyi caleb,caleb_kukoyi,Fitness coach and wellness advocate. Motivating you to achieve your health goals with tips and workout routines.,https://images.unsplash.com/photo-1589279715734-6631a314dfa2?q=80&w=3872&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,695,0,0,,A_2,28
31,22.06.24 08:21,Samba isn't just music; it's a way of life in Rio de Janeiro! The city's vibrant energy is contagious.,https://images.unsplash.com/photo-1625260868938-021a2e3a600b?q=80&w=3270&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,"Black and white image of a bearded man playing a saxophone on a crowded street, surrounded by people in hats.",35,3,3,Donaven Thomas,Q2da_Kae,Music lover and aspiring artist. Sharing my musical journey and favorite tunes.,https://images.unsplash.com/photo-1530983822321-fcac2d3c0f06?q=80&w=3834&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,478,0,0,,A_2,29
32,22.06.24 08:24,The Amazon holds secrets waiting to be #discovered—it’s not just about trees but also countless species calling it home,"","",31,3,7,caitlyn |-/,caitlynfcb,"Bookworm and aspiring writer. Sharing book reviews, writing tips, and literary discussions.",https://images.unsplash.com/photo-1573496799515-eebbb63814f2?q=80&w=3869&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,871,0,0,,A_2,30
33,22.06.24 08:27,"the humanitarian crisis in Brazil is a stark reminder of how climate change is reshaping lives globally. more rain is forecasted, increasing the risk of water-borne #diseases.","","",19,4,0,little mis moonligh,LoupMaraudeur,"Night owl and dreamer. Sharing my thoughts, poetry, and late-night musings.",https://images.unsplash.com/photo-1589729132389-8f0e0b55b91e?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,346,0,0,,A_2,31
34,22.06.24 08:30,Lonely Planet describes Brazil as a land of powdery white-sand beaches & verdant rainforests. And its true! It truly is a country where nature's beauty knows no bounds!,https://images.unsplash.com/photo-1521495611528-1d6a473a3da1?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,"Scenic view of a turquoise beach bordered by lush green mountains under a clear blue sky. People enjoy the sandy beach, and several boats are anchored in the calm waters. A wooden pathway leads down to the beach through dense vegetation.",22,3,23,dapo olayiwola,ohdaps,"Tech enthusiast and software developer. Sharing coding tips, tech news, and innovative projects.",https://images.unsplash.com/photo-1625504615927-c14f4f309b63?q=80&w=3765&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,283,0,0,,A_2,32
35,22.06.24 08:33,Rio #Carnival might be few months away but preparations already underway ensuring the next one to become an even bigger spectacle. It will be an unforgettable experience,"","",22,1,19,Bhavisha verma,BhavishaVerma31,"Fashion enthusiast and lifestyle blogger. Follow for style tips, beauty hacks, and daily inspiration.",https://images.unsplash.com/photo-1531123897727-8f129e1688ce?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,703,0,0,,A_2,33
36,22.06.24 08:36,Ronaldinho claims lack of  leadership—is there truth behind his words or misplaced judgement?,"","",0,7,2,Louis,That1PatriotFan,"Sports fanatic and Patriots fan. Sharing game highlights, player stats, and sports commentary.",https://images.unsplash.com/photo-1598133894008-61f7fdb8cc3a?q=80&w=2694&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,600,0,0,,A_2,34
37,22.06.24 08:39,Curitiba often hailed greenest city South America pioneering sustainable urban planning practices setting example others follow. I mean look at their awesome architecture!,https://images.unsplash.com/photo-1554204934-7bc5ac38f456?q=80&w=3270&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,"Sunset behind the modern architecture of the Oscar Niemeyer Museum in Curitiba, Brazil, featuring its distinctive eye-shaped structure over a reflective pool.",14,5,20,Rashi Kakkar,rashi_kakkar,"Foodie and culinary explorer. Discovering new recipes, restaurant reviews, and food adventures.",https://images.unsplash.com/photo-1531746020798-e6953c6e8e04?q=80&w=2550&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,535,0,0,,A_2,35
38,22.06.24 08:42,The Institute for Economics and Peace warns that 1B+ people could become climate refugees by mid-century if global warming isn't addressed urgently.,"","",25,7,13,May Sarma,mayvsarma,Tech geek and gadget reviewer. Bringing you the latest in tech news and reviews.,https://images.unsplash.com/photo-1499358517822-d8578907a095?q=80&w=3000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,42,0,0,,A_2,37
39,22.06.24 08:45,Climate change displacement isn’t just statistics; it’s real lives disrupted! Southern Brazilians face harsh realities post-floods needing our #support!,"","",34,6,10,Brendan,Grundla,Travel blogger and adventure seeker. Join me as I explore new destinations and share travel tips.,https://images.unsplash.com/photo-1548048876-54a717fa3f8c?q=80&w=3840&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,348,0,0,,A_2,38
40,22.06.24 08:48,"Despite the criticism, Brazilian football remains a symbol of national pride and passion. Fans should continue to support their team through thick and thin.","","",14,8,1,Emily Wilson,emilyhwilson,"Artist and creative soul. Sharing my artwork, creative process, and inspiration.",https://images.unsplash.com/photo-1509868918748-a554ad25f858?q=80&w=3875&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,390,0,0,,A_2,39
41,22.06.24 08:51,Ronaldinho spoke his mind—it sparked a debate across the nation and shows us that passion runs deep when comes beautiful game we love dearly,"","",17,7,13,Mrs. Nobody,Niru11apr,"Mental health advocate and wellness coach. Tips on mindfulness, self-care, and mental well-being.",https://images.unsplash.com/photo-1546422832-de5b9c2042f6?q=80&w=1856&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,304,0,0,,A_2,40
42,22.06.24 08:54,feeling nostalgic about my trip through Chapada Diamantina National Park ⛰️ <br> breathtaking landscapes filled with waterfalls 💦 caves 🕳️ plateaus ⛰️ <br><br> an unforgettable adventure awaits you guys there 💚,https://images.unsplash.com/photo-1556446847-0e5f4c0965f1?q=80&w=3024&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,"Sunset view at Chapada Diamantina National Park with a large rocky cliff illuminated by pink and orange skies. The foreground features dark silhouettes of trees and ferns, creating a dramatic contrast against the vibrant sky.",24,2,1,Tyler Batiste,TyBatiste,"Sports fanatic and baseball aficionado. Sharing game highlights, player stats, and sports commentary.",https://images.unsplash.com/photo-1513956589380-bad6acb9b9d4?q=80&w=1536&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,290,0,0,,A_2,41
43,22.06.24 08:57,Manaus stands at heart Amazon offering a gateway into world largest rainforest—an ecological marvel!,"","",24,2,5,naimisha,1306_naimisha,Fashion & Lifestyle.,https://images.unsplash.com/photo-1627393100177-b4297e79a5be?q=80&w=3880&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,132,0,0,,A_2,42
44,22.06.24 09:00,I don't car about the criticism. the unwavering support shown by such a passionate fanbase proves an enduring love for this beautiful game across  the whole country.,"","",30,6,13,Francisco Orcha,orcha_f,"Tech entrepreneur and innovator. Sharing insights on startups, technology, and business growth.",https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,328,0,0,,A_2,43
45,22.06.24 09:03,"#Brazilian football legend Ronaldinho recently criticized the national team, calling it one of the worst in years. harsh words from a former great!","","",16,6,11,Rohit H B,HBRohit,Hobby Geek.,https://images.unsplash.com/photo-1615862915913-b93d20d742a3?q=80&w=3774&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,52,0,0,,A_2,44
46,22.06.24 09:06,Ronaldinho says this might be one of our worst teams yet—do you agree? Or will they prove him wrong at Copa América?,https://images.unsplash.com/photo-1671037877105-9af332b937e1?q=80&w=3388&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,"A vibrant street scene in Brazil with people, one wearing a blue shirt and another in yellow, raising their hands under a string of Brazilian flags. The atmosphere is festive and celebratory, with sunlight filtering through trees.",38,8,3,Michael John Smith,londonerabroad1,Travel blogger and adventure seeker.,https://images.unsplash.com/photo-1605827277785-2c51c2b3182b?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,335,0,0,,A_2,45
